CartPole Parameters:

Training Tasks

"[Gravity,Cart Mass, Pole Mass, Pole Length, Applied Force, Falling Treshold]"

[7.388777470542539,1.9776159827819697,0.2502171566760453,0.2502171566760453,0.2502171566760453, 2.4]
[14.438082891105042,1.231331235002302,0.9211780604409444,0.9211780604409444,0.9211780604409444, 2.4]
[10.39638373587039,1.1839579585565871,0.9047989440060311,0.9047989440060311,0.9047989440060311,2.4]
[12.954020448059097,1.6833063488688658,0.7091972112667755,0.7091972112667755,0.7091972112667755,2.2]
[16.887874748679327,1.9918062092591469,0.4706112309813557,0.4706112309813557,0.4706112309813557,2.2]
[17.132812756705597,1.3116752104309795,0.8380872685266334,0.8380872685266334,0.8380872685266334,2.4]
[6.2774955969957595,1.3728529953400508,0.11824334098989353,0.11824334098989353,0.11824334098989353,2.2]
[16.823682812609505,1.690361840894818,0.3244690447341594,0.3244690447341594,0.3244690447341594,2.4]
[4.991285469741103,1.0163972394033347,0.35028163940024737,0.35028163940024737,0.35028163940024737,2.2]
[8.39607255055835,1.4385216121322082,0.702000019414097,0.702000019414097,0.702000019414097,2.4]
[12.799250730625666,1.5732553202957669,0.9068272409645455,0.9068272409645455,0.9068272409645455,2.4]
[11.421044002827372,1.55330018095058,0.15802228647560426,0.15802228647560426,0.15802228647560426,2.4]
[18.71539041086681,1.237954040205345,0.8149789960046206,0.8149789960046206,0.8149789960046206,2.4]
[10.471741532249084,1.698196840797206,0.9038759144779718,0.9038759144779718,0.9038759144779718,2.2]
[15.647380059089489,1.4387958464384714,0.5393705682042662,0.5393705682042662,0.5393705682042662,2.2]
[18.436586475747823,1.86544974224582,0.698907863332599,0.698907863332599,0.698907863332599,2.2]
[4.9578337571392,1.1543009303232754,0.12648454201699114,0.12648454201699114,0.12648454201699114,2.4]
[10.086032500799396,1.1764461414058514,0.5166083834416392,0.5166083834416392,0.5166083834416392,2.2]
[14.59115010640933,1.3465839091684182,0.2901994363504984,0.2901994363504984,0.2901994363504984,2.2]
[17.304357904125254,1.9409176436133748,0.8583852699508031,0.8583852699508031,0.8583852699508031,2.4]
[5.447086844193407,1.6956145226192678,0.2804181450550878,0.2804181450550878,0.2804181450550878,2.4]
[15.222405989348966,1.5316588972494893,0.8742557238660001,0.8742557238660001,0.8742557238660001,2.2]
[18.203493862509532,1.5829543966965587,0.4052519489852582,0.4052519489852582,0.4052519489852582,2.2]
[17.617329383907794,1.7981822275208212,0.45187954566264454,0.45187954566264454,0.45187954566264454,2.4]
[13.382528071835798,1.811182319615409,0.2601933261342525,0.2601933261342525,0.2601933261342525,2.4]
[7.874620950330385,1.05400895295764,0.4641169640005981,0.4641169640005981,0.4641169640005981,2.2]
[8.97922823936974,1.7746262080313104,0.9753120289008017,0.9753120289008017,0.9753120289008017,2.2]
[11.164028548976066,1.0523389193876675,0.7985283943143591,0.7985283943143591,0.7985283943143591,2.4]
[5.667529395232807,1.4111649272248896,0.6117574927430302,0.6117574927430302,0.6117574927430302,2.2]
[6.8773989070631645,1.2062104192800844,0.3461998767786029,0.3461998767786029,0.3461998767786029,2.4]
[8.04947676497405,1.6980179038215208,0.27352511959264747,0.27352511959264747,0.27352511959264747,2.2]
[5.167477481708522,1.758958670154407,0.6673867560441952,0.6673867560441952,0.6673867560441952,2.4]
[18.355306324477894,1.6226478194356966,0.5427735207845771,0.5427735207845771,0.5427735207845771,2.4]
[18.965099044627706,1.9857280190796913,0.34258890280751286,0.34258890280751286,0.34258890280751286,2.2]
[16.995435019234467,1.9749254562641385,0.8415338733854739,0.8415338733854739,0.8415338733854739,2.2]
[6.912575930498846,1.0046701682204295,0.32256397276818105,0.32256397276818105,0.32256397276818105,2.2]
[8.207733370753854,1.772244824690479,0.6001916423168947,0.6001916423168947,0.6001916423168947,2.4]
[11.667902948827528,1.6731270804706249,0.4758436585218606,0.4758436585218606,0.4758436585218606,2.4]
[4.8830585402063384,1.7483276309045803,0.7812278436148361,0.7812278436148361,0.7812278436148361,2.2]
[18.636380282086577,1.8004929473403193,0.7449261622101822,0.7449261622101822,0.7449261622101822,2.4]
[14.163600110751045,1.0424099635761037,0.15572617664090907,0.15572617664090907,0.15572617664090907,2.4]
[11.956398532960586,1.8437614215660512,0.7547866716267678,0.7547866716267678,0.7547866716267678,2.4]
[6.4290358960075675,1.4628071351922225,0.11102456399342435,0.11102456399342435,0.11102456399342435,2.2]
[9.83145411151413,1.8731938929319885,0.2818301814445717,0.2818301814445717,0.2818301814445717,2.4]
[15.698771430431451,1.3802855096413467,0.667733844383241,0.667733844383241,0.667733844383241,2.2]
[9.832747765427634,1.0441225722180185,0.295775300778219,0.295775300778219,0.295775300778219,2.2]
[4.388163440450674,1.5890038573272243,0.8647589918063983,0.8647589918063983,0.8647589918063983,2.4]
[7.258672582256125,1.0137980557025723,0.9943637143202616,0.9943637143202616,0.9943637143202616,2.2]
[18.262765805235396,1.542384159090158,0.9188524933610713,0.9188524933610713,0.9188524933610713,2.2]
[4.0843238912292525,1.670981748158098,0.502936261428517,0.502936261428517,0.502936261428517,2.2]
[7.779440096471642,1.6733118625026702,0.26677081577413747,0.26677081577413747,0.26677081577413747,2.2]
[10.127826519087723,1.4761026834436393,0.800838796430312,0.800838796430312,0.800838796430312,2.4]
[11.049545144229672,1.513001892081663,0.47456614899667915,0.47456614899667915,0.47456614899667915,2.4]
[9.35511819498431,1.2729271517908898,0.3684512364837256,0.3684512364837256,0.3684512364837256,2.4]
[10.367044999990082,1.1053542132252037,0.6746329587869304,0.6746329587869304,0.6746329587869304,2.4]
[5.549545064205253,1.309449362531689,0.5499879696954871,0.5499879696954871,0.5499879696954871, 2.4]
[4.441347978552946,1.8012930466618742,0.15718381100301448,0.15718381100301448,0.15718381100301448, 2.2]
[9.31174278094516,1.7304722523094842,0.2939351065955549,0.2939351065955549,0.2939351065955549, 2.2]
[7.046468551553803,1.1164629732262394,0.7141107291006218,0.7141107291006218,0.7141107291006218,2.4]
[8.673959659873034,1.3414004415516043,0.1051035864453998,0.1051035864453998,0.1051035864453998,2.4]


#Validation Tasks
[11.876005190527835,1.3797654776407495,0.693005181185901,0.693005181185901,0.693005181185901,2.4]
[4.6172177181894725,1.0347046471956878,0.2654020394058567,0.2654020394058567,0.2654020394058567,2.4]
[7.258672582256125,1.0137980557025723,0.7943637143202616,0.8943637143202616,0.4943637143202616,2.2]
[9.83145411151413,1.8731938929319885,0.2818301814445717,0.2818301814445717,0.2818301814445717]
[18.71539041086681,1.237954040205345,0.8149789960046206,0.8149789960046206,0.8149789960046206]


#Selected Tasks
[7.388777470542539,1.9776159827819697,0.2502171566760453,0.2502171566760453,0.2502171566760453, 2.4]
[10.39638373587039,1.1839579585565871,0.9047989440060311,0.9047989440060311,0.9047989440060311, 2.4]
[4.9172177181894725,1.2347046471956878,0.2654020394058567,0.2654020394058567,0.2654020394058567, 2.2]
[6.2774955969957595,1.3728529953400508,0.11824334098989353,0.11824334098989353,0.11824334098989353, 2.2]
[12.799250730625666,1.5732553202957669,0.9068272409645455,0.9068272409645455,0.9068272409645455, 2.4]
[17.304357904125254,1.9409176436133748,0.8583852699508031,0.8583852699508031,0.8583852699508031,2.4]]
[18.355306324477894,1.6226478194356966,0.5427735207845771,0.5427735207845771,0.5427735207845771,,2.4]
[18.965099044627706,1.9857280190796913,0.34258890280751286,0.34258890280751286,0.34258890280751286,2.2]
[11.667902948827528,1.6731270804706249,0.4758436585218606,0.4758436585218606,0.4758436585218606,2.4]
[14.163600110751045,1.0424099635761037,0.15572617664090907,0.15572617664090907,0.15572617664090907,2.4]
[18.262765805235396,1.542384159090158,0.9188524933610713,0.9188524933610713,0.9188524933610713,2.2]
[9.35511819498431,1.2729271517908898,0.3684512364837256,0.3684512364837256,0.3684512364837256,2.4]
[8.673959659873034,1.3414004415516043,0.1051035864453998,0.1051035864453998,0.1051035864453998,2.4]

#Tests Tasks

[13.876005190527835,1.3797654776407495,0.693005181185901,0.693005181185901,0.693005181185901]
[6.1172177181894725,1.1347046471956878,0.3654020394058567,0.3654020394058567,0.3654020394058567]
[4.258672582256125,1.0137980557025723,0.7943637143202616,0.8943637143202616,0.4943637143202616]
[8.83145411151413,1.8731938929319885,0.2818301814445717,0.2818301814445717,0.2818301814445717]
[16.651278934,1.237954040205345,0.8149789960046206,0.8149789960046206,0.8149789960046206]
